F1,S1,S2,S3,S4,
F2,S1,S2,S3,S4,
F3,S1,S2,S3,S4,
F4,S1,S2,S3,S4,
F5,S1,S2,S3,S4,
F6,S1,S2,S3,S4,
F7,S1,S2,S3,S4,
F8,S1,S2,S3,S4,
F9,S1,S2,S3,S4,
F10,S1,S2,S3,S4,
