F1,M1,M2,M3,
F2,M1,M2,M3,
F3,M1,M2,M3,
F4,M1,M2,M3,
F5,M1,M2,M3,
F6,M1,M2,M3,
F7,M1,M2,M3,
F8,M1,M2,M3,
F9,M1,M2,M3,
F10,M1,M2,M3,
